Student Name,Student ID,GPA,Tardies,Grade Level,Absences,Missing Assignments
Student 2441,3441,4.08,7,12,7,2
Student 2442,3442,0.83,4,11,0,1
Student 2443,3443,4.25,7,10,8,3
Student 2444,3444,1.01,1,10,7,4
Student 2445,3445,3.28,10,10,9,0
Student 2446,3446,1.11,8,9,2,1
Student 2447,3447,3.38,3,9,14,2
Student 2448,3448,3.3,5,9,3,2
Student 2449,3449,2.81,9,11,3,4
Student 2450,3450,2.62,6,12,3,2
Student 2451,3451,3.22,6,9,15,0
Student 2452,3452,2.44,4,10,6,2
Student 2453,3453,1.37,8,10,7,2
Student 2454,3454,0.7,3,12,4,1
Student 2455,3455,4.26,2,10,4,1
Student 2456,3456,3.26,9,11,9,5
Student 2457,3457,2.14,0,9,12,0
Student 2458,3458,0.76,4,11,4,0
Student 2459,3459,0.98,3,11,1,2
Student 2460,3460,1.65,7,11,8,2
Student 2461,3461,3.68,5,9,4,1
Student 2462,3462,1.6,5,12,5,5
Student 2463,3463,3.91,1,10,14,1
Student 2464,3464,3.52,10,11,13,3
Student 2465,3465,2.59,2,12,3,1
Student 2466,3466,2.47,9,12,9,1
Student 2467,3467,2.01,6,11,8,0
Student 2468,3468,1.26,4,10,3,5
Student 2469,3469,2.61,10,9,0,4
Student 2470,3470,4.27,6,10,7,3
Student 2471,3471,3.79,10,11,15,1
Student 2472,3472,4.19,4,9,10,1
Student 2473,3473,2.1,4,10,3,4
Student 2474,3474,1.3,7,12,15,0
Student 2475,3475,0.74,4,9,7,0
Student 2476,3476,2.3,6,12,9,3
Student 2477,3477,3.89,1,10,15,1
Student 2478,3478,2.74,9,10,1,3
Student 2479,3479,2.13,3,10,6,3
Student 2480,3480,2.36,9,9,15,2
Student 2481,3481,0.54,5,9,9,0
Student 2482,3482,0.78,9,11,5,5
Student 2483,3483,3.75,5,9,11,2
Student 2484,3484,2.49,0,9,12,1
Student 2485,3485,2.43,4,9,14,0
Student 2486,3486,3.78,2,11,15,0
Student 2487,3487,1.07,4,10,8,2
Student 2488,3488,3.18,8,12,11,0
Student 2489,3489,3.02,0,9,10,0
Student 2490,3490,0.6,5,12,3,5
Student 2491,3491,1.28,0,9,0,5
Student 2492,3492,2.5,8,11,4,5
Student 2493,3493,2.78,8,9,14,5
Student 2494,3494,4.26,2,12,0,5
Student 2495,3495,4.08,7,9,9,5
Student 2496,3496,3.9,6,11,6,3
Student 2497,3497,2.89,10,11,12,1
Student 2498,3498,3.49,2,12,3,0
Student 2499,3499,1.07,6,11,3,3
Student 2500,3500,1.87,8,11,15,5
Student 2501,3501,1.38,7,11,9,1
Student 2502,3502,0.63,0,12,14,3
Student 2503,3503,1.7,3,9,5,5
Student 2504,3504,3.07,1,11,4,5
Student 2505,3505,2.9,8,12,1,1
Student 2506,3506,0.71,0,11,2,3
Student 2507,3507,3.21,4,9,13,2
Student 2508,3508,4.2,6,11,2,2
Student 2509,3509,2.21,7,10,5,2
Student 2510,3510,1.61,10,12,3,5
Student 2511,3511,2.15,7,12,2,5
Student 2512,3512,4.16,6,9,13,3
Student 2513,3513,1.84,9,9,1,2
Student 2514,3514,3.3,0,11,8,4
Student 2515,3515,3.77,2,9,14,0
Student 2516,3516,1.27,5,11,6,3
Student 2517,3517,4.28,4,11,11,4
Student 2518,3518,2.39,6,9,1,1
Student 2519,3519,1.53,0,11,1,4
Student 2520,3520,1.17,9,9,12,0
Student 2521,3521,3.19,9,12,1,5
Student 2522,3522,3.32,4,10,9,5
Student 2523,3523,2.38,4,9,11,2
Student 2524,3524,3.1,10,10,10,3
Student 2525,3525,3.1,7,10,15,5
Student 2526,3526,3.94,10,10,15,0
Student 2527,3527,3.45,5,12,0,5
Student 2528,3528,1.09,9,12,13,4
Student 2529,3529,1.64,1,12,5,5
Student 2530,3530,3.28,0,11,8,0
Student 2531,3531,4.26,7,10,8,2
Student 2532,3532,2.01,4,12,1,4
Student 2533,3533,1.52,8,11,3,1
Student 2534,3534,1.76,6,11,5,2
Student 2535,3535,3.02,6,10,11,3
Student 2536,3536,3.15,1,9,6,3
Student 2537,3537,3.68,9,9,5,5
Student 2538,3538,2.1,1,9,4,4
Student 2539,3539,3.67,5,10,8,3
Student 2540,3540,2.38,0,11,12,1
Student 2541,3541,2.63,5,9,5,5
Student 2542,3542,1.79,1,10,7,0
Student 2543,3543,2.29,9,11,0,1
Student 2544,3544,1.02,2,10,5,1
Student 2545,3545,2.55,6,10,15,1
Student 2546,3546,4.04,5,12,6,1
Student 2547,3547,0.92,1,10,8,3
Student 2548,3548,3.77,0,12,7,1
Student 2549,3549,3.63,7,10,9,2
Student 2550,3550,4.26,10,10,9,3
Student 2551,3551,0.79,7,9,2,3
Student 2552,3552,2.33,9,12,2,4
Student 2553,3553,2.39,0,11,3,3
Student 2554,3554,1.03,2,9,13,2
Student 2555,3555,4.14,4,12,13,4
Student 2556,3556,0.8,8,11,4,5
Student 2557,3557,3.04,9,12,1,0
Student 2558,3558,1.75,6,12,3,1
Student 2559,3559,0.7,7,9,15,3
Student 2560,3560,2.49,0,12,4,4
Student 2561,3561,3.87,3,12,1,4
Student 2562,3562,2.1,9,9,15,4
Student 2563,3563,3.91,9,12,11,0
Student 2564,3564,3.87,10,12,3,4
Student 2565,3565,3.68,3,12,1,3
Student 2566,3566,3.41,8,12,15,2
Student 2567,3567,0.78,0,10,8,0
Student 2568,3568,1.21,8,12,12,4
Student 2569,3569,3.59,2,10,12,1
Student 2570,3570,2.1,0,12,14,4
Student 2571,3571,1.5,6,10,3,3
Student 2572,3572,3.92,8,11,1,0
Student 2573,3573,1.77,5,9,6,0
Student 2574,3574,3.57,10,12,1,2
Student 2575,3575,3.8,5,11,0,5
Student 2576,3576,1.52,5,12,9,0
Student 2577,3577,1.01,1,12,0,3
Student 2578,3578,3.93,3,11,10,5
Student 2579,3579,1.02,5,11,1,5
Student 2580,3580,3.02,0,9,13,3
Student 2581,3581,0.6,2,10,0,4
Student 2582,3582,3.95,1,10,8,2
Student 2583,3583,4.16,4,9,13,0
Student 2584,3584,0.92,5,10,7,2
Student 2585,3585,3.1,3,12,2,3
Student 2586,3586,3.61,2,9,4,1
Student 2587,3587,2.12,3,9,3,0
Student 2588,3588,3.25,9,12,1,0
Student 2589,3589,1.32,0,11,12,3
Student 2590,3590,4.1,2,12,14,0
Student 2591,3591,0.51,0,11,14,0
Student 2592,3592,2.22,8,11,2,1
Student 2593,3593,0.77,1,11,14,4
Student 2594,3594,3.66,5,9,3,5
Student 2595,3595,0.71,4,12,12,5
Student 2596,3596,3.63,0,11,2,5
Student 2597,3597,0.6,10,12,15,5
Student 2598,3598,2.07,8,9,1,1
Student 2599,3599,3.89,7,10,0,3
Student 2600,3600,1.17,9,11,10,4
Student 2601,3601,0.84,2,12,3,1
Student 2602,3602,1.3,5,11,11,0
Student 2603,3603,0.61,3,10,3,4
Student 2604,3604,0.84,8,12,13,2
Student 2605,3605,1.07,3,12,7,4
Student 2606,3606,3.8,5,10,1,0
Student 2607,3607,2.11,3,11,5,2
Student 2608,3608,0.7,1,10,12,0
Student 2609,3609,0.62,2,10,11,3
Student 2610,3610,2.02,1,10,7,3
Student 2611,3611,2.37,10,10,14,2
Student 2612,3612,1.95,5,12,15,5
Student 2613,3613,3.66,8,10,2,3
Student 2614,3614,0.81,8,12,0,0
Student 2615,3615,1.22,9,12,1,3
Student 2616,3616,1.27,7,11,6,1
Student 2617,3617,1.95,7,12,5,3
Student 2618,3618,1.55,1,10,4,4
Student 2619,3619,2.76,1,12,11,1
Student 2620,3620,2.63,3,12,8,3
Student 2621,3621,0.87,3,11,11,4
Student 2622,3622,1.57,2,11,6,1
Student 2623,3623,3.12,5,11,9,0
Student 2624,3624,1.07,1,9,8,1
Student 2625,3625,1.82,5,10,10,0
Student 2626,3626,3.44,2,10,12,1
Student 2627,3627,3.99,8,10,0,1
Student 2628,3628,3.66,5,12,3,3
Student 2629,3629,3.48,6,12,7,4
Student 2630,3630,3.63,5,12,10,5
Student 2631,3631,0.73,4,12,15,4
Student 2632,3632,2.0,8,12,7,3
Student 2633,3633,1.07,8,11,10,0
Student 2634,3634,2.3,2,11,0,0
Student 2635,3635,2.11,1,9,12,3
Student 2636,3636,3.84,10,11,5,4
Student 2637,3637,2.83,9,10,8,1
Student 2638,3638,0.68,0,12,9,0
Student 2639,3639,0.71,5,12,15,5
Student 2640,3640,1.28,7,11,4,0
Student 2641,3641,3.17,7,12,12,5
Student 2642,3642,1.77,7,9,10,4
Student 2643,3643,0.86,4,10,9,2
Student 2644,3644,2.53,10,11,2,2
Student 2645,3645,3.34,4,9,1,1
Student 2646,3646,2.56,8,10,7,3
Student 2647,3647,1.78,2,10,1,1
Student 2648,3648,1.11,1,11,15,0
Student 2649,3649,0.63,9,9,4,0
Student 2650,3650,0.81,5,12,3,3
Student 2651,3651,2.95,0,11,6,2
Student 2652,3652,2.86,3,10,8,0
Student 2653,3653,4.27,1,10,1,5
Student 2654,3654,0.62,0,12,6,4
Student 2655,3655,1.77,4,11,4,4
Student 2656,3656,1.76,10,12,11,1
Student 2657,3657,2.83,1,9,0,0
Student 2658,3658,0.99,4,10,3,0
Student 2659,3659,3.26,10,9,11,0
Student 2660,3660,1.9,0,9,13,3
Student 2661,3661,3.04,0,11,2,3
Student 2662,3662,3.92,3,11,8,5
Student 2663,3663,2.69,6,10,11,3
Student 2664,3664,1.76,7,10,2,3
Student 2665,3665,1.86,3,11,5,3
Student 2666,3666,0.59,2,11,8,5
Student 2667,3667,2.59,8,12,0,1
Student 2668,3668,4.18,3,11,0,4
Student 2669,3669,1.11,4,9,12,4
Student 2670,3670,1.54,6,10,6,3
Student 2671,3671,3.43,9,9,0,3
Student 2672,3672,3.64,3,9,8,3
Student 2673,3673,0.56,5,10,10,3
Student 2674,3674,3.54,8,11,13,1
Student 2675,3675,2.82,5,12,14,5
Student 2676,3676,3.29,2,10,8,0
Student 2677,3677,3.61,6,11,2,5
Student 2678,3678,1.45,2,10,10,1
Student 2679,3679,2.99,1,11,2,5
Student 2680,3680,4.16,1,10,13,0
Student 2681,3681,3.8,6,9,7,1
Student 2682,3682,0.89,6,12,15,4
Student 2683,3683,2.04,4,9,10,3
Student 2684,3684,4.02,10,9,1,4
Student 2685,3685,1.95,9,10,14,2
Student 2686,3686,0.66,6,12,2,1
Student 2687,3687,2.12,5,11,2,0
Student 2688,3688,3.87,0,9,15,2
Student 2689,3689,1.09,5,11,6,1
Student 2690,3690,1.38,6,11,14,4
Student 2691,3691,1.21,9,10,11,1
Student 2692,3692,2.59,8,11,0,0
Student 2693,3693,1.44,9,11,4,4
Student 2694,3694,3.23,5,11,6,1
Student 2695,3695,3.76,6,12,4,3
Student 2696,3696,4.19,0,11,0,1
Student 2697,3697,3.13,0,10,7,2
Student 2698,3698,2.9,1,10,3,3
Student 2699,3699,3.74,1,9,9,2
Student 2700,3700,1.82,1,12,13,2
Student 2701,3701,3.29,5,12,15,5
Student 2702,3702,0.71,9,9,15,4
Student 2703,3703,3.47,9,9,5,2
Student 2704,3704,3.6,5,11,2,4
Student 2705,3705,0.83,9,12,13,5
Student 2706,3706,0.63,8,11,11,5
Student 2707,3707,1.95,5,12,9,3
Student 2708,3708,2.68,0,9,13,5
Student 2709,3709,2.31,0,10,13,4
Student 2710,3710,1.8,5,10,8,1
Student 2711,3711,0.84,7,12,10,0
Student 2712,3712,0.57,0,10,5,0
Student 2713,3713,1.87,1,12,6,1
Student 2714,3714,0.93,3,10,0,0
Student 2715,3715,4.21,6,11,5,2
Student 2716,3716,0.83,8,9,15,1
Student 2717,3717,4.24,8,10,3,3
Student 2718,3718,3.67,0,11,9,2
Student 2719,3719,1.64,5,9,11,4
Student 2720,3720,0.95,4,10,14,2
Student 2721,3721,2.07,0,12,3,0
Student 2722,3722,1.22,0,10,5,5
Student 2723,3723,2.08,4,12,3,0
Student 2724,3724,3.69,4,10,0,1
Student 2725,3725,1.67,2,10,3,4
Student 2726,3726,0.78,0,12,11,3
Student 2727,3727,0.86,6,11,13,5
Student 2728,3728,1.02,9,11,9,4
Student 2729,3729,3.18,0,9,13,5
Student 2730,3730,1.71,6,11,5,0
Student 2731,3731,1.56,3,9,10,4
Student 2732,3732,3.39,5,11,15,1
Student 2733,3733,4.23,10,10,3,1
Student 2734,3734,1.02,4,9,9,4
Student 2735,3735,4.12,4,9,6,4
Student 2736,3736,2.43,1,11,4,3
Student 2737,3737,1.38,5,11,11,0
Student 2738,3738,1.89,7,10,1,1
Student 2739,3739,4.13,5,11,4,5
Student 2740,3740,2.86,7,11,1,5
Student 2741,3741,3.21,8,12,3,5
Student 2742,3742,2.02,10,11,6,4
Student 2743,3743,1.44,3,11,4,4
Student 2744,3744,1.18,6,9,3,0
Student 2745,3745,0.8,4,10,11,4
Student 2746,3746,2.24,3,12,9,1
Student 2747,3747,0.82,10,10,14,0
Student 2748,3748,3.5,7,10,6,2
Student 2749,3749,2.32,7,10,9,5
Student 2750,3750,1.23,8,9,14,0
Student 2751,3751,1.8,0,12,7,4
Student 2752,3752,3.16,0,12,1,3
Student 2753,3753,2.26,8,9,1,4
Student 2754,3754,3.64,5,9,5,0
Student 2755,3755,4.12,8,10,12,2
Student 2756,3756,1.28,4,9,11,5
Student 2757,3757,2.01,2,11,7,2
Student 2758,3758,1.09,6,12,13,3
Student 2759,3759,1.33,6,11,3,1
Student 2760,3760,3.99,1,9,12,3
Student 2761,3761,1.9,4,9,1,5
Student 2762,3762,4.03,6,9,10,3
Student 2763,3763,3.96,0,10,1,0
Student 2764,3764,2.03,6,10,2,2
Student 2765,3765,1.48,2,11,1,3
Student 2766,3766,1.2,4,11,12,2
Student 2767,3767,3.32,9,9,3,4
Student 2768,3768,2.27,5,11,5,5
Student 2769,3769,3.6,9,11,14,1
Student 2770,3770,0.59,9,9,4,0
Student 2771,3771,1.63,9,9,9,0
Student 2772,3772,3.53,7,9,14,4
Student 2773,3773,2.1,5,10,7,1
Student 2774,3774,3.07,6,10,0,5
Student 2775,3775,2.59,3,11,1,0
Student 2776,3776,1.98,5,9,0,3
Student 2777,3777,0.93,8,10,10,5
Student 2778,3778,2.92,4,10,4,5
Student 2779,3779,1.41,3,9,10,2
Student 2780,3780,4.25,0,11,10,2
Student 2781,3781,2.56,7,9,5,5
Student 2782,3782,2.24,9,10,12,5
Student 2783,3783,2.02,8,12,6,0
Student 2784,3784,0.5,0,10,0,1
Student 2785,3785,1.44,1,10,15,5
Student 2786,3786,3.69,8,12,12,0
Student 2787,3787,2.42,7,9,7,3
Student 2788,3788,2.37,0,11,12,2
Student 2789,3789,2.3,4,12,9,4
Student 2790,3790,3.89,6,12,11,2
Student 2791,3791,1.6,3,11,1,1
Student 2792,3792,1.19,1,10,12,5
Student 2793,3793,3.49,4,9,2,3
Student 2794,3794,2.98,1,10,12,3
Student 2795,3795,1.93,1,11,2,3
Student 2796,3796,2.53,8,10,11,5
Student 2797,3797,2.72,2,12,0,3
Student 2798,3798,0.78,6,12,13,0
Student 2799,3799,0.61,3,10,5,5
Student 2800,3800,1.7,3,9,15,0
Student 2801,3801,3.91,8,10,0,4
Student 2802,3802,2.19,10,9,11,4
Student 2803,3803,0.64,3,12,7,0
Student 2804,3804,3.39,9,10,9,0
Student 2805,3805,0.61,7,9,7,4
Student 2806,3806,2.78,9,9,8,5
Student 2807,3807,3.49,4,9,10,0
Student 2808,3808,3.36,6,11,9,4
Student 2809,3809,1.73,5,12,1,4
Student 2810,3810,2.44,6,12,12,4
Student 2811,3811,1.57,10,12,8,5
Student 2812,3812,2.99,1,10,2,4
Student 2813,3813,2.74,5,12,1,4
Student 2814,3814,3.5,9,10,13,4
Student 2815,3815,1.58,9,12,3,0
Student 2816,3816,0.84,4,12,15,2
Student 2817,3817,1.45,5,11,5,1
Student 2818,3818,1.39,5,9,15,2
Student 2819,3819,3.86,8,11,6,2
Student 2820,3820,2.16,7,12,7,5
Student 2821,3821,2.58,10,9,5,5
Student 2822,3822,3.0,8,12,5,2
Student 2823,3823,1.87,0,11,12,0
Student 2824,3824,1.13,9,9,9,5
Student 2825,3825,2.08,5,10,5,3
Student 2826,3826,3.89,0,10,10,4
Student 2827,3827,3.03,5,9,4,1
Student 2828,3828,3.71,8,10,0,2
Student 2829,3829,0.55,4,9,10,0
Student 2830,3830,1.06,8,10,1,5
Student 2831,3831,2.46,6,12,8,2
Student 2832,3832,4.26,1,9,14,4
Student 2833,3833,3.56,8,11,1,1
Student 2834,3834,3.23,0,11,7,5
Student 2835,3835,4.1,6,10,5,4
Student 2836,3836,2.13,1,11,15,5
Student 2837,3837,2.58,7,10,0,3
Student 2838,3838,3.23,9,12,15,5
Student 2839,3839,2.9,4,9,6,5
Student 2840,3840,0.8,0,11,3,3
Student 2841,3841,1.31,7,12,13,3
Student 2842,3842,2.59,0,10,10,0
Student 2843,3843,2.79,3,10,11,4
Student 2844,3844,2.53,5,10,1,0
Student 2845,3845,4.06,7,12,0,3
Student 2846,3846,0.82,9,10,10,3
Student 2847,3847,2.2,3,9,13,4
Student 2848,3848,3.56,8,10,7,4
Student 2849,3849,3.75,2,12,13,4
Student 2850,3850,3.41,9,12,15,0
Student 2851,3851,3.23,9,12,8,3
Student 2852,3852,3.96,3,11,6,1
Student 2853,3853,3.04,8,12,0,4
Student 2854,3854,1.43,2,12,6,5
Student 2855,3855,3.33,5,11,15,5
Student 2856,3856,2.12,8,10,14,4
Student 2857,3857,1.46,8,10,2,4
Student 2858,3858,3.34,9,9,9,1
Student 2859,3859,2.83,9,9,10,0
Student 2860,3860,3.61,5,11,13,1
Student 2861,3861,1.79,6,12,13,5
Student 2862,3862,1.95,1,9,12,0
Student 2863,3863,4.2,7,10,8,4
Student 2864,3864,3.4,0,11,7,4
Student 2865,3865,3.96,3,11,8,1
Student 2866,3866,0.76,4,10,15,1
Student 2867,3867,1.79,1,11,5,3
Student 2868,3868,1.89,1,9,1,5
Student 2869,3869,1.85,2,9,1,1
Student 2870,3870,1.05,7,10,1,4
Student 2871,3871,0.69,3,12,15,1
Student 2872,3872,2.92,3,9,7,1
Student 2873,3873,1.19,6,12,13,5
Student 2874,3874,2.57,6,11,4,5
Student 2875,3875,2.61,4,11,5,0
Student 2876,3876,1.31,1,10,0,0
Student 2877,3877,3.25,1,12,1,4
Student 2878,3878,3.5,8,10,8,4
Student 2879,3879,1.58,0,11,14,5
Student 2880,3880,1.79,2,9,15,0
Student 2881,3881,3.24,7,10,7,3
Student 2882,3882,3.54,9,9,15,5
Student 2883,3883,1.03,3,9,15,5
Student 2884,3884,2.95,6,11,5,2
Student 2885,3885,2.57,3,11,15,5
Student 2886,3886,1.92,6,9,8,5
Student 2887,3887,2.89,6,12,8,3
Student 2888,3888,1.82,9,11,6,1
Student 2889,3889,1.8,1,12,7,4
Student 2890,3890,2.79,9,10,9,0
Student 2891,3891,1.96,3,10,15,3
Student 2892,3892,1.68,9,10,8,1
Student 2893,3893,3.6,9,12,2,4
Student 2894,3894,2.59,5,12,0,4
Student 2895,3895,1.07,6,11,9,0
Student 2896,3896,1.48,10,10,11,0
Student 2897,3897,2.98,6,12,9,2
Student 2898,3898,2.18,4,11,0,4
Student 2899,3899,2.81,9,10,10,2
Student 2900,3900,4.12,6,9,10,1
Student 2901,3901,2.51,4,10,0,4
Student 2902,3902,0.5,1,9,4,4
Student 2903,3903,1.42,2,11,9,5
Student 2904,3904,1.01,3,12,13,0
Student 2905,3905,4.26,10,11,2,4
Student 2906,3906,3.88,2,10,1,1
Student 2907,3907,3.33,3,9,14,3
Student 2908,3908,2.94,5,10,0,3
Student 2909,3909,3.68,8,10,5,2
Student 2910,3910,0.86,4,10,13,0
Student 2911,3911,0.56,8,12,3,3
Student 2912,3912,3.75,0,9,5,0
Student 2913,3913,3.0,6,9,2,4
Student 2914,3914,1.97,10,11,10,0
Student 2915,3915,2.04,9,9,12,0
Student 2916,3916,0.84,1,9,3,3
Student 2917,3917,4.19,10,9,14,3
Student 2918,3918,1.12,0,11,3,1
Student 2919,3919,2.51,9,12,2,0
Student 2920,3920,3.47,1,11,8,3
Student 2921,3921,1.65,5,9,2,2
Student 2922,3922,2.34,3,10,0,2
Student 2923,3923,3.17,0,10,1,2
Student 2924,3924,3.13,2,9,11,3
Student 2925,3925,3.39,1,10,12,3
Student 2926,3926,1.17,6,11,8,0
Student 2927,3927,3.58,3,10,0,5
Student 2928,3928,3.22,7,11,12,3
Student 2929,3929,3.9,5,11,0,4
Student 2930,3930,2.48,9,10,0,4
Student 2931,3931,1.14,6,10,12,1
Student 2932,3932,4.17,10,12,11,1
Student 2933,3933,2.09,7,9,6,4
Student 2934,3934,1.46,6,9,6,3
Student 2935,3935,2.56,4,9,13,3
Student 2936,3936,1.01,1,12,3,0
Student 2937,3937,2.58,10,12,2,5
Student 2938,3938,2.79,6,11,0,1
Student 2939,3939,1.17,3,9,3,2
Student 2940,3940,4.28,10,11,1,2
Student 2941,3941,0.82,4,9,8,1
Student 2942,3942,3.97,2,9,2,2
Student 2943,3943,2.49,3,9,11,2
Student 2944,3944,2.45,1,9,10,2
Student 2945,3945,2.1,1,11,9,2
Student 2946,3946,2.98,1,12,10,5
Student 2947,3947,2.19,5,12,1,3
Student 2948,3948,2.96,4,9,15,0
Student 2949,3949,2.66,9,10,9,0
Student 2950,3950,1.42,8,10,1,2
Student 2951,3951,2.13,1,12,15,1
Student 2952,3952,0.69,6,11,11,4
Student 2953,3953,1.81,5,11,15,5
Student 2954,3954,3.18,3,12,9,2
Student 2955,3955,2.98,4,10,12,3
Student 2956,3956,3.36,1,9,10,2
Student 2957,3957,1.62,0,12,13,5
Student 2958,3958,0.5,9,10,14,5
Student 2959,3959,2.49,2,11,9,2
Student 2960,3960,2.15,4,12,1,0
Student 2961,3961,2.63,5,11,11,3
Student 2962,3962,2.37,10,9,0,1
Student 2963,3963,4.21,1,9,3,4
Student 2964,3964,1.54,2,10,2,4
Student 2965,3965,2.04,0,9,5,5
Student 2966,3966,0.7,8,11,11,0
Student 2967,3967,2.31,8,10,1,0
Student 2968,3968,1.12,1,11,14,5
Student 2969,3969,3.26,5,9,6,1
Student 2970,3970,1.78,7,11,2,3
Student 2971,3971,1.93,5,9,13,5
Student 2972,3972,0.65,10,9,1,2
Student 2973,3973,4.15,3,10,13,5
Student 2974,3974,1.09,4,9,14,3
Student 2975,3975,2.75,4,10,12,1
Student 2976,3976,0.63,5,9,8,1
Student 2977,3977,1.77,7,9,6,0
Student 2978,3978,3.53,2,11,3,1
Student 2979,3979,1.17,1,11,3,0
Student 2980,3980,3.99,1,11,8,0
Student 2981,3981,3.8,7,10,6,5
Student 2982,3982,3.35,0,12,1,4
Student 2983,3983,1.42,2,9,15,5
Student 2984,3984,2.12,5,12,10,1
Student 2985,3985,1.62,3,10,15,2
Student 2986,3986,3.46,10,10,1,5
Student 2987,3987,0.69,10,10,2,3
Student 2988,3988,3.86,3,10,3,4
Student 2989,3989,0.8,0,9,13,4
Student 2990,3990,1.01,0,9,8,5
Student 2991,3991,3.95,1,10,10,5
Student 2992,3992,2.59,10,9,12,3
Student 2993,3993,1.28,3,10,6,0
Student 2994,3994,2.71,5,11,1,4
Student 2995,3995,2.23,0,10,14,5
Student 2996,3996,2.35,6,10,9,3
Student 2997,3997,0.77,1,10,3,1
Student 2998,3998,2.71,2,10,7,4
Student 2999,3999,0.93,5,9,7,2
Student 3000,4000,1.63,4,11,13,5
Student 3001,4001,2.77,5,9,4,1
Student 3002,4002,4.11,10,11,0,0
Student 3003,4003,3.94,5,9,15,4
Student 3004,4004,3.72,5,12,14,4
Student 3005,4005,1.13,10,12,4,2
Student 3006,4006,2.65,8,12,0,5
Student 3007,4007,2.92,9,9,4,1
Student 3008,4008,1.39,7,12,9,2
Student 3009,4009,3.65,1,11,15,0
Student 3010,4010,4.21,1,10,1,2
Student 3011,4011,2.73,3,12,4,5
Student 3012,4012,2.86,0,10,13,0
Student 3013,4013,2.0,0,10,14,4
Student 3014,4014,2.36,4,9,10,4
Student 3015,4015,2.73,10,9,1,1
Student 3016,4016,3.84,3,12,1,1
Student 3017,4017,3.89,9,9,9,2
Student 3018,4018,2.28,5,11,11,0
Student 3019,4019,3.98,5,11,9,4
Student 3020,4020,2.86,6,10,15,5
Student 3021,4021,2.61,9,11,2,3
Student 3022,4022,0.52,2,9,4,0
Student 3023,4023,2.02,0,12,6,5
Student 3024,4024,3.32,6,9,11,0
Student 3025,4025,3.72,10,10,4,1
Student 3026,4026,1.24,6,12,0,2
Student 3027,4027,3.0,3,10,4,5
Student 3028,4028,3.4,9,12,6,0
Student 3029,4029,0.99,4,12,11,5
Student 3030,4030,1.96,4,11,15,0
Student 3031,4031,1.18,10,11,5,0
Student 3032,4032,1.16,6,11,13,3
Student 3033,4033,2.02,7,9,9,4
Student 3034,4034,0.75,5,10,9,3
Student 3035,4035,2.36,10,11,0,0
Student 3036,4036,0.85,3,10,11,1
Student 3037,4037,1.42,6,11,11,1
Student 3038,4038,2.02,1,12,8,5
Student 3039,4039,1.63,6,9,7,3
Student 3040,4040,2.3,9,9,14,4
Student 3041,4041,3.96,3,9,5,0
Student 3042,4042,0.87,8,11,6,3
Student 3043,4043,3.56,1,10,15,4
Student 3044,4044,2.66,1,9,9,4
Student 3045,4045,2.73,8,10,1,4
Student 3046,4046,1.91,8,12,1,3
Student 3047,4047,3.47,0,9,14,4
Student 3048,4048,3.3,4,9,14,2
Student 3049,4049,2.14,1,12,6,0
Student 3050,4050,0.78,4,10,6,2
Student 3051,4051,3.51,8,10,7,1
Student 3052,4052,2.88,7,12,14,2
Student 3053,4053,3.56,4,9,3,4
Student 3054,4054,3.71,3,10,12,4
Student 3055,4055,2.95,4,10,8,1
Student 3056,4056,2.09,5,12,2,1
Student 3057,4057,1.73,2,12,15,3
Student 3058,4058,4.15,6,11,0,5
Student 3059,4059,2.18,9,11,11,2
Student 3060,4060,3.8,4,10,9,3
Student 3061,4061,3.28,0,12,5,5
Student 3062,4062,2.22,3,10,15,4
Student 3063,4063,4.29,10,11,6,3
Student 3064,4064,3.78,5,10,4,2
Student 3065,4065,3.97,8,11,12,3
Student 3066,4066,0.57,8,9,12,3
Student 3067,4067,1.88,1,9,5,5
Student 3068,4068,2.5,9,12,4,3
Student 3069,4069,1.51,3,10,13,3
Student 3070,4070,3.45,3,12,0,3
Student 3071,4071,4.1,1,10,8,0
Student 3072,4072,3.76,7,11,15,1
Student 3073,4073,2.75,3,12,5,3
Student 3074,4074,2.98,10,9,1,2
Student 3075,4075,2.85,1,9,10,1
Student 3076,4076,2.34,2,10,3,0
Student 3077,4077,4.19,6,10,11,2
Student 3078,4078,1.92,0,10,9,5
Student 3079,4079,3.29,6,10,4,1
Student 3080,4080,1.39,0,12,5,4
Student 3081,4081,2.89,4,9,9,0
Student 3082,4082,1.23,3,10,11,4
Student 3083,4083,1.8,2,10,3,0
Student 3084,4084,2.77,7,9,14,1
Student 3085,4085,1.44,4,11,14,2
Student 3086,4086,1.2,1,10,15,0
Student 3087,4087,2.79,9,11,13,0
Student 3088,4088,1.51,9,9,13,0
Student 3089,4089,1.58,9,12,13,2
Student 3090,4090,3.52,0,12,1,5
Student 3091,4091,3.77,9,9,3,3
Student 3092,4092,2.47,9,10,4,5
Student 3093,4093,1.11,5,12,8,4
Student 3094,4094,0.99,4,11,6,0
Student 3095,4095,1.96,4,11,5,1
Student 3096,4096,3.93,5,9,6,1
Student 3097,4097,3.62,3,11,14,0
Student 3098,4098,2.65,0,11,5,1
Student 3099,4099,1.85,9,12,6,4
Student 3100,4100,0.91,4,11,15,4
Student 3101,4101,3.11,5,12,2,4
Student 3102,4102,2.63,8,11,8,3
Student 3103,4103,4.07,10,10,10,3
Student 3104,4104,3.84,1,11,11,1
